title,year,runtime,certificate,rating,metascore,votes,gross
The Imitation Game,2014,114,PG-13,8.0,71.0,797515,91.13
Black Swan,2010,108,R,8.0,79.0,795605,106.95
The Revenant,I) (2015,156,R,8.0,76.0,837898,183.64
The Princess Bride,1987,98,PG,8.0,77.0,438867,30.86
Deadpool,2016,108,R,8.0,65.0,1081106,363.07
CODA,2021,111,PG-13,8.0,72.0,150292,
Donnie Darko,2001,113,R,8.0,88.0,826112,1.48
The Martian,2015,144,PG-13,8.0,80.0,889018,228.43
Her,2013,126,R,8.0,91.0,643296,25.57
The Avengers,2012,143,PG-13,8.0,69.0,1427160,623.28
Casino Royale,2006,144,PG-13,8.0,80.0,676181,167.45
Rain Man,1988,133,R,8.0,65.0,531387,178.80
JFK,1991,189,R,8.0,72.0,163888,70.41
Dances with Wolves,1990,181,PG-13,8.0,72.0,279760,184.21
Sin City,2005,124,R,8.0,74.0,782211,74.10
Zootopia,2016,108,PG,8.0,78.0,523123,341.27
The Incredibles,2004,115,PG,8.0,90.0,773090,261.44
Rosemary's Baby,1968,137,Approved,8.0,96.0,225632,
Slumdog Millionaire,2008,120,R,8.0,84.0,862688,141.32
Scent of a Woman,1992,156,R,8.0,59.0,314567,63.90
Kill Bill: Vol. 2,2004,137,R,8.0,83.0,780405,66.21
Magnolia,1999,188,R,8.0,78.0,321383,22.46
Aladdin,1992,90,G,8.0,86.0,444395,217.35
Soul,2020,100,PG,8.0,83.0,352932,
Groundhog Day,1993,101,PG,8.0,72.0,657829,70.91
The Pursuit of Happyness,2006,117,PG-13,8.0,64.0,537962,163.57
12 Monkeys,1995,129,R,8.0,74.0,632884,57.14
Brief Encounter,1945,86,Not Rated,8.0,92.0,42380,
Young Frankenstein,1974,106,PG,8.0,83.0,164036,86.30
Big Fish,2003,125,PG-13,8.0,58.0,450341,66.26
Dog Day Afternoon,1975,125,R,8.0,86.0,266338,50.00
Perfect Blue,1997,81,R,8.0,67.0,86234,0.78
The Graduate,1967,106,PG,8.0,83.0,282214,104.95
Blood Diamond,2006,143,R,8.0,64.0,568829,57.37
The King's Speech,2010,118,R,8.0,88.0,695160,138.80
Beauty and the Beast,1991,84,G,8.0,95.0,468076,218.97
The Invisible Guest,2016,106,TV-MA,8.0,,185030,
Planet of the Apes,1968,112,G,8.0,79.0,186798,33.40
Do the Right Thing,1989,120,R,8.0,93.0,107878,27.55
Akira,1988,124,R,8.0,67.0,196132,0.55
Butch Cassidy and the Sundance Kid,1969,110,PG,8.0,66.0,222097,102.31
Dogville,2003,178,R,8.0,61.0,154211,1.53
Chungking Express,1994,102,PG-13,8.0,78.0,89570,0.60
Lion,2016,118,PG-13,8.0,69.0,244159,51.74
Mirror,1975,107,Not Rated,8.0,82.0,49794,0.18
The Bourne Ultimatum,2007,115,PG-13,8.0,85.0,647371,227.47
Annie Hall,1977,93,PG,8.0,92.0,271677,39.20
Life of Brian,1979,94,R,8.0,77.0,412344,20.05
Rio Bravo,1959,141,Passed,8.0,93.0,65821,12.54
The Last Picture Show,1971,118,R,8.0,93.0,50493,29.13
Sling Blade,1996,135,R,8.0,84.0,96643,24.48
Papillon,1973,151,R,8.0,58.0,135063,53.27
Checkmate,II) (2023,112,18+,8.0,,16792,
Mommy,I) (2014,139,R,8.0,74.0,59744,3.49
Roman Holiday,1953,118,Passed,8.0,78.0,143523,
Solaris,1972,167,PG,8.0,93.0,95251,
What Ever Happened to Baby Jane?,1962,134,Passed,8.0,75.0,59361,4.05
Ip Man,2008,106,R,8.0,59.0,229730,
Cinderella Man,2005,144,PG-13,8.0,69.0,193434,61.65
Castle in the Sky,1986,125,PG,8.0,78.0,173985,
Gandhi,1982,191,PG,8.0,79.0,237009,52.77
The Night of the Hunter,1955,92,Not Rated,8.0,97.0,93394,0.65
Nausicaä of the Valley of the Wind,1984,117,PG,8.0,86.0,175755,0.50
8½,1963,138,Not Rated,8.0,93.0,121997,0.05
Carry on Jatta 3,2023,136,,8.0,,10527,
Silenced,2011,125,Not Rated,8.0,,19598,
Wings of Desire,1987,128,PG-13,8.0,79.0,73996,3.33
The Hustler,1961,134,Not Rated,8.0,90.0,84771,8.28
La Dolce Vita,1960,174,Not Rated,8.0,95.0,76071,19.52
Fiddler on the Roof,1971,181,G,8.0,67.0,45885,80.50
Fitzcarraldo,1982,158,PG,8.0,,36945,
The Maltese Falcon,1941,100,Passed,8.0,97.0,163240,2.11
"Goodbye, Children",1987,104,PG,8.0,88.0,35198,4.54
The Straight Story,1999,112,G,8.0,86.0,93981,6.20
Pink Floyd: The Wall,1982,95,R,8.0,47.0,83514,22.24
Anatomy of a Murder,1959,161,Not Rated,8.0,95.0,68933,11.90
High Noon,1952,85,PG,8.0,89.0,107642,9.45
Who's Afraid of Virginia Woolf?,1966,131,Not Rated,8.0,75.0,78036,
Infernal Affairs,2002,101,R,8.0,75.0,128396,0.17
Wolfwalkers,2020,103,PG,8.0,87.0,36022,
I Want to Eat Your Pancreas,2018,109,Not Rated,8.0,,20907,0.28
The Legend of 1900,1998,169,R,8.0,58.0,67241,0.26
Touch of Evil,1958,95,PG-13,8.0,99.0,107488,2.24
The Cabinet of Dr. Caligari,1920,67,Not Rated,8.0,,67242,
The Tale of The Princess Kaguya,2013,137,PG,8.0,89.0,50521,1.51
Nostalghia,1983,125,Not Rated,8.0,,28831,0.01
Secrets & Lies,1996,136,R,8.0,91.0,45503,13.42
The Leopard,1963,186,PG,8.0,100.0,27633,
Le Samouraï,1967,101,GP,8.0,,54260,0.04
Elite Squad,2007,115,R,8.0,33.0,107415,0.01
Baahubali: The Beginning,2015,159,Not Rated,8.0,,131386,6.74
Evangelion: 3.0+1.01 Thrice Upon a Time,2021,154,TV-MA,8.0,84.0,12571,0.83
"Quo Vadis, Aida?",2020,101,,8.0,97.0,36416,
Nobody Knows,2004,141,PG-13,8.0,88.0,29776,0.68
Song of the Sea,2014,93,PG,8.0,85.0,61214,0.86
Out of the Past,1947,97,Approved,8.0,85.0,39375,
Stalag 17,1953,120,Not Rated,8.0,84.0,57378,
Stairway to Heaven,1946,104,PG,8.0,,23514,
Fail Safe,1964,112,Approved,8.0,75.0,23367,
The Diving Bell and the Butterfly,2007,112,PG-13,8.0,92.0,109159,5.99
Cries & Whispers,1972,91,R,8.0,,35767,1.74
The Sea Inside,I) (2004,126,PG-13,8.0,74.0,83770,2.09
My Sassy Girl,2001,137,Not Rated,8.0,,49544,
Sleuth,1972,138,PG,8.0,,49093,4.08
La strada,1954,108,Not Rated,8.0,,65195,
Ivan's Childhood,1962,95,Not Rated,8.0,,38466,
Sweet Smell of Success,1957,96,Approved,8.0,100.0,34267,
My Man Godfrey,1936,94,Approved,8.0,82.0,25456,
Persepolis,2007,96,PG-13,8.0,90.0,97718,4.45
Dilwale Dulhania Le Jayenge,1995,181,Not Rated,8.0,,73660,
Love Exposure,2008,237,Unrated,8.0,78.0,15082,
Departures,2008,130,PG-13,8.0,68.0,53769,1.50
"Black Cat, White Cat",1998,127,R,8.0,73.0,55358,0.35
Sanjuro,1962,96,Not Rated,8.0,,39834,
"Spring, Summer, Fall, Winter... and Spring",2003,103,R,8.0,85.0,85161,2.38
Day for Night,1973,116,PG,8.0,,24082,0.02
La Notte,1961,122,Not Rated,8.0,,23063,0.04
Karnan,2021,158,,8.0,,23075,
Greed,1924,140,Not Rated,8.0,,10454,0.16
The Exterminating Angel,1962,95,Not Rated,8.0,,34445,
Manon of the Spring,1986,113,PG,8.0,,23288,3.94
The Shop Around the Corner,1940,99,Not Rated,8.0,96.0,35797,0.20
Elite Squad 2: The Enemy Within,2010,115,Not Rated,8.0,71.0,85149,0.10
The Wild Pear Tree,2018,188,,8.0,86.0,26028,0.03
Limelight,1952,137,G,8.0,84.0,21401,1.00
Haider,2014,160,Not Rated,8.0,,56370,0.90
Ali: Fear Eats the Soul,1974,92,Not Rated,8.0,,22909,
Malik,2021,162,,8.0,,13475,
Investigation of a Citizen Above Suspicion,1970,115,R,8.0,89.0,12576,0.27
The Cremator,1969,95,Not Rated,8.0,,10009,
Werckmeister Harmonies,2000,145,,8.0,92.0,15171,0.03
Tae Guk Gi: The Brotherhood of War,2004,140,R,8.0,64.0,40514,1.11
The Life and Death of Colonel Blimp,1943,163,Not Rated,8.0,,15686,
Central Station,1998,110,R,8.0,80.0,41151,5.60
G.O.R.A.,2004,127,,8.0,,65014,
Trouble in Paradise,1932,83,Passed,8.0,,15602,1.04
The Fool,II) (2014,116,,8.0,83.0,15594,
Kind Hearts and Coronets,1949,106,Not Rated,8.0,,38748,
Winter Light,1963,81,Not Rated,8.0,,26185,
The Ox-Bow Incident,1943,75,Passed,8.0,,24294,1.64
"Rome, Open City",1945,103,Not Rated,8.0,,27944,
The Blue Elephant,2014,170,Not Rated,8.0,,29318,
Maqbool,2003,132,Not Rated,8.0,,11469,
Company,2002,142,Not Rated,8.0,,15874,
A Short Film About Killing,1988,84,Not Rated,8.0,,21523,
Castaway on the Moon,2009,116,PG-13,8.0,,19148,
"Carry On, Munna Bhai",2006,144,Not Rated,8.0,,48439,2.22
Shame,1968,103,R,8.0,,14474,
The Bad Sleep Well,1960,151,Not Rated,8.0,,13459,
Divorce Italian Style,1961,105,Not Rated,8.0,,13586,
M.S. Dhoni: The Untold Story,2016,184,Not Rated,8.0,,64273,1.78
Karthikeya 2,2022,150,,8.0,,63587,
Turtles Can Fly,2004,98,PG-13,8.0,85.0,20300,0.26
Vizontele,2001,110,,8.0,,37863,
The Blue Elephant 2,2019,130,,8.0,,10610,
Charlie,VII) (2015,130,,8.0,,11986,
The Cameraman,1928,76,Passed,8.0,,12555,
The Phantom Carriage,1921,107,Not Rated,8.0,,13443,
Forbidden Games,1952,86,Not Rated,8.0,,12750,0.01
Yol,1982,107,PG,8.0,,14080,
The Last Laugh,1924,90,Not Rated,8.0,,14713,0.09
Andaz Apna Apna,1994,160,Not Rated,8.0,,54426,
Special 26,2013,144,Not Rated,8.0,,57793,1.08
Manjhi: The Mountain Man,2015,120,TV-14,8.0,,19641,
Gulaal,2009,140,Not Rated,8.0,,15546,
Arjun Reddy,2017,182,Not Rated,8.0,,26501,
Vaastav: The Reality,1999,145,Not Rated,8.0,,14399,
Manam,I) (2014,163,Not Rated,8.0,,11274,
The Wounds,1998,103,,8.0,,11371,
Nefes: Vatan Sagolsun,2009,128,,8.0,,34571,
1: Nenokkadine,2014,170,Not Rated,8.0,,46003,
My Grandfather's People,2011,126,,8.0,,11063,
Deewaar,1975,174,Not Rated,8.0,,11422,
Pokiri,2006,164,Not Rated,8.0,,15106,
Çiçek Abbas,1982,87,,8.0,,10881,
Cars of the Revolution,2008,115,,8.0,,12469,
Puss in Boots: The Last Wish,2022,102,PG,7.9,73.0,147748,168.46
Titanic,1997,194,PG-13,7.9,75.0,1240051,659.33
Avatar,2009,162,PG-13,7.9,83.0,1356471,760.51
Knives Out,2019,130,PG-13,7.9,82.0,735905,165.36
Edge of Tomorrow,2014,113,PG-13,7.9,71.0,708024,100.21
Arrival,II) (2016,116,PG-13,7.9,81.0,729551,100.55
Harry Potter and the Prisoner of Azkaban,2004,142,PG,7.9,82.0,662804,249.36
Zack Snyder's Justice League,2021,242,R,7.9,54.0,420622,
Jojo Rabbit,2019,108,PG-13,7.9,58.0,417088,33.37
Boogie Nights,1997,155,R,7.9,85.0,274602,26.40
Iron Man,2008,126,PG-13,7.9,79.0,1092742,318.41
Star Trek,2009,127,PG-13,7.9,82.0,612872,257.73
Mulholland Drive,2001,147,R,7.9,86.0,370401,7.22
Fantastic Mr. Fox,2009,87,PG,7.9,83.0,253188,21.00
Bohemian Rhapsody,2018,134,PG-13,7.9,49.0,563451,216.43
The Nightmare Before Christmas,1993,76,PG,7.9,82.0,354559,75.08
The Perks of Being a Wallflower,2012,103,PG-13,7.9,67.0,531572,17.74
True Romance,1993,119,R,7.9,59.0,235160,12.28
Almost Famous,2000,122,R,7.9,90.0,285901,32.53
Children of Men,2006,109,R,7.9,84.0,514841,35.55
Being There,1979,130,PG,7.9,83.0,75414,30.18
E.T.,1982,115,PG,7.9,92.0,424322,435.11
Shaun of the Dead,2004,99,R,7.9,76.0,576366,13.54
The Blues Brothers,1980,133,R,7.9,60.0,207497,57.23
Thor: Ragnarok,2017,130,PG-13,7.9,74.0,786520,315.06
Shrek,2001,90,PG,7.9,84.0,706953,267.67
Marriage Story,2019,137,R,7.9,94.0,329413,2.00
In Bruges,2008,107,R,7.9,67.0,448658,7.76
Mystic River,2003,138,R,7.9,84.0,470941,90.14
District 9,2009,112,R,7.9,81.0,699582,115.65
X-Men: Days of Future Past,2014,132,PG-13,7.9,75.0,729882,233.92
Wonder,I) (2017,113,PG,7.9,66.0,172171,132.42
Dallas Buyers Club,2013,117,R,7.9,77.0,504732,27.30
Edward Scissorhands,1990,105,PG-13,7.9,74.0,507059,56.36
Life of Pi,2012,127,PG,7.9,79.0,650109,124.99
Sirf Ek Bandaa Kaafi Hai,2023,132,,7.9,,23257,
This Is Spinal Tap,1984,82,R,7.9,92.0,143614,4.74
The Wrestler,2008,109,R,7.9,80.0,314366,26.24
Boyhood,I) (2014,165,R,7.9,100.0,361708,25.38
Toy Story 2,1999,92,G,7.9,88.0,601443,245.85
Brazil,1985,132,R,7.9,84.0,206412,9.93
Spartacus,1960,197,PG-13,7.9,87.0,139406,30.00
Let the Right One In,2008,114,R,7.9,82.0,222301,2.12
Carlito's Way,1993,144,R,7.9,66.0,226097,36.95
"Crouching Tiger, Hidden Dragon",2000,120,PG-13,7.9,94.0,276925,128.08
Ghost in the Shell,1995,83,TV-MA,7.9,76.0,150203,0.52
Before Midnight,2013,109,R,7.9,94.0,166292,8.11
Short Term 12,2013,96,R,7.9,82.0,90018,1.01
A Fistful of Dollars,1964,99,R,7.9,65.0,225416,14.50
A Streetcar Named Desire,1951,122,PG,7.9,97.0,111873,8.00
The Ten Commandments,1956,220,G,7.9,,74814,93.74
In the Heat of the Night,1967,110,Approved,7.9,76.0,80368,24.38
Doctor Zhivago,1965,197,PG-13,7.9,69.0,79961,111.72
All the President's Men,1976,138,PG,7.9,84.0,121719,70.60
Bound by Honor,1993,180,R,7.9,47.0,32952,4.50
Nosferatu,1922,94,Not Rated,7.9,,101585,
The Big Country,1958,166,Passed,7.9,61.0,19650,
Shoplifters,2018,121,R,7.9,93.0,81813,3.31
The Wild Bunch,1969,135,R,7.9,98.0,88044,12.06
Charade,1963,113,Passed,7.9,83.0,82053,13.47
The Killing,1956,84,Approved,7.9,91.0,93698,
The Searchers,1956,119,Passed,7.9,94.0,93451,
Patton,1970,172,GP,7.9,86.0,105697,61.70
The Raid 2,2014,150,R,7.9,71.0,128174,2.63
King Kong,1933,100,Passed,7.9,92.0,88490,10.00
Hero,2002,120,PG-13,7.9,85.0,185084,53.71
Notorious,1946,102,Not Rated,7.9,100.0,104424,10.46
A Christmas Story,1983,93,PG,7.9,77.0,161418,20.61
Once Were Warriors,1994,102,R,7.9,77.0,35826,2.20
Dancer in the Dark,2000,140,R,7.9,63.0,113745,4.18
The Manchurian Candidate,1962,126,PG-13,7.9,94.0,77721,
Strangers on a Train,1951,101,PG,7.9,88.0,137721,7.63
The Artist,I) (2011,100,PG-13,7.9,89.0,245599,44.67
Sing Street,2016,106,PG-13,7.9,79.0,97994,3.24
Togo,2019,113,PG,7.9,69.0,52656,
The Thin Man,1934,91,TV-PG,7.9,86.0,31538,
Harold and Maude,1971,91,PG,7.9,62.0,79997,
Leila's Brothers,2022,165,,7.9,87.0,10485,
Rope,1948,80,Approved,7.9,73.0,149034,
The Sacrifice,1986,149,PG,7.9,,29893,0.30
The Philadelphia Story,1940,112,Not Rated,7.9,96.0,71949,
Three Colors: Blue,1993,94,R,7.9,87.0,106958,1.32
The Lion in Winter,1968,134,PG,7.9,,32947,22.28
A Night to Remember,1958,123,Not Rated,7.9,,16533,
Talk to Her,2002,112,R,7.9,86.0,115448,9.36
The Big Sleep,1946,114,Passed,7.9,86.0,88449,6.54
In Cold Blood,1967,134,R,7.9,89.0,27945,
Amour,2012,127,PG-13,7.9,95.0,103449,6.74
Head-On,2004,121,R,7.9,78.0,56194,
The Conformist,1970,113,R,7.9,100.0,32411,0.54
A Taxi Driver,2017,137,Not Rated,7.9,69.0,28151,1.53
Arsenic and Old Lace,1944,118,Not Rated,7.9,,73142,
Cat on a Hot Tin Roof,1958,108,Not Rated,7.9,84.0,51903,17.57
Laura,1944,88,Passed,7.9,,49451,4.36
Hiroshima Mon Amour,1959,90,Not Rated,7.9,,34404,0.09
The Adventures of Robin Hood,1938,102,PG,7.9,97.0,53153,3.98
Harvey,1950,104,Approved,7.9,,57115,
My Name Is Khan,2010,165,PG-13,7.9,50.0,111709,4.02
Tampopo,1985,114,Not Rated,7.9,87.0,21121,0.22
Cléo from 5 to 7,1962,90,Not Rated,7.9,87.0,25116,
Mishima: A Life in Four Chapters,1985,120,R,7.9,81.0,12740,0.44
Kal Ho Naa Ho,2003,186,Not Rated,7.9,54.0,72474,1.79
I Remember,1973,123,R,7.9,,45472,0.58
Gully Boy,2019,154,Not Rated,7.9,65.0,41836,5.57
The Lost Weekend,1945,101,Passed,7.9,,38976,9.46
The Red Circle,1970,140,Not Rated,7.9,92.0,26963,0.37
About Elly,2009,119,TV-PG,7.9,87.0,55585,0.11
In a Lonely Place,1950,94,Not Rated,7.9,,33576,
Kagemusha,1980,162,PG,7.9,84.0,37096,
Mildred Pierce,1945,111,Approved,7.9,88.0,27620,
Onibaba,1964,103,Not Rated,7.9,,20322,
"4 Months, 3 Weeks and 2 Days",2007,113,Not Rated,7.9,97.0,62173,1.19
The Big Heat,1953,89,Passed,7.9,,27947,
The Way He Looks,2014,96,Not Rated,7.9,71.0,26811,0.10
Eternity and a Day,1998,137,Unrated,7.9,80.0,13682,0.11
The Hill,1965,123,Approved,7.9,81.0,14573,
Elevator to the Gallows,1958,91,Not Rated,7.9,94.0,27446,0.11
Kes,1969,111,PG-13,7.9,,22012,
"One, Two, Three",1961,104,Not Rated,7.9,73.0,22245,
Mimi,I) (2021,132,TV-14,7.9,,41434,
Nine Queens,2000,114,R,7.9,80.0,55250,1.22
Auntie Mame,1958,143,Approved,7.9,,12120,23.30
Battleship Potemkin,1925,66,Not Rated,7.9,97.0,59893,0.05
No Man's Land,I) (2001,98,R,7.9,84.0,48101,1.06
Miracle on 34th Street,1947,96,Not Rated,7.9,88.0,51402,2.65
Opening Night,1977,144,PG-13,7.9,69.0,11529,
Through a Glass Darkly,1961,90,Not Rated,7.9,84.0,26537,
Still Walking,2008,115,Not Rated,7.9,89.0,17626,0.16
Jab We Met,2007,138,Not Rated,7.9,,56206,0.41
3-Iron,2004,88,R,7.9,72.0,56892,0.24
The Stoning of Soraya M.,2008,114,R,7.9,50.0,21286,0.66
The Return,2003,110,Not Rated,7.9,82.0,46562,0.50
Sullivan's Travels,1941,90,Passed,7.9,,27733,
Ugly,2013,128,Not Rated,7.9,,22720,
Kwaidan,1964,183,Not Rated,7.9,,18965,
The Rules of the Game,1939,110,Not Rated,7.9,99.0,30392,
La Grande Vadrouille,1966,132,G,7.9,,19283,
Who Killed Captain Alex?,2015,64,Not Rated,7.9,,10257,
Angels with Dirty Faces,1938,97,Passed,7.9,,22541,
Evangelion: 2.0 You Can (Not) Advance,2009,112,,7.9,46.0,23510,0.13
Beauty and the Beast,1946,93,Not Rated,7.9,92.0,27383,0.30
The Little Foxes,1941,116,Approved,7.9,,12626,
C.R.A.Z.Y.,2005,129,Not Rated,7.9,81.0,33696,
Pad Man,2018,140,PG-13,7.9,,27542,1.66
"Now, Voyager",1942,117,Passed,7.9,70.0,18232,
Night and the City,1950,96,Not Rated,7.9,,14646,3.60
"Goodbye, Mr. Chips",1939,114,Unrated,7.9,,11181,
Airlift,2016,130,Not Rated,7.9,,58029,
Love Letter,1995,117,PG,7.9,,10263,
Hey Ram,2000,186,Not Rated,7.9,,13525,0.27
Alice in the Cities,1974,113,Not Rated,7.9,78.0,12528,
Captains Courageous,1937,117,G,7.9,81.0,10450,
Cría Cuervos,1976,105,PG,7.9,,10805,
Before the Rain,1994,113,Not Rated,7.9,,15506,0.76
Ghost in the Shell 2.0,2008,83,TV-14,7.9,,14955,
Super 30,2019,154,Not Rated,7.9,,34582,2.27
Vishwaroopam,2013,148,Not Rated,7.9,,40644,
The Earrings of Madame De...,1953,105,Not Rated,7.9,,10632,
The Roaring Twenties,1939,106,Passed,7.9,,14833,
The Sword of Doom,1966,120,Not Rated,7.9,,11638,
Big Deal on Madonna Street,1958,106,Not Rated,7.9,,11072,
Johnny Gaddaar,2007,135,Not Rated,7.9,,12804,
Orpheus,1950,112,Not Rated,7.9,,12931,
Thiruchitrambalam,2022,131,,7.9,,11952,
The Testament of Dr. Mabuse,1933,122,Not Rated,7.9,,13215,
Dev.D,2009,144,Not Rated,7.9,,31587,0.01
The Book of Sun,2020,120,Not Rated,7.9,,10400,
Letter from an Unknown Woman,1948,87,Not Rated,7.9,,13129,
The Other Me,2016,101,,7.9,,12087,
Baby,I) (2015,159,Not Rated,7.9,,59049,
The Fire Within,1963,108,Not Rated,7.9,,10065,
Sonchiriya,2019,143,Not Rated,7.9,,12374,0.09
Ivy,2015,104,Not Rated,7.9,,12815,
Border,I) (1997,176,Not Rated,7.9,,17002,
Badhaai Ho,2018,124,Not Rated,7.9,,36384,
Ankhon Dekhi,2013,107,,7.9,,12181,
24,I) (2016,164,Not Rated,7.9,,23263,
Kin-dza-dza!,1986,135,PG-13,7.9,,13281,
Gemide,1998,102,,7.9,,15429,
South Wind,2018,130,,7.9,,12266,
The Song of Sparrows,2008,96,PG,7.9,74.0,10871,0.12
Klass,2007,99,,7.9,,15531,
Sound of Freedom,2023,131,PG-13,7.8,43.0,45469,
John Wick: Chapter 4,2023,169,R,7.8,78.0,257172,
Dunkirk,2017,106,PG-13,7.8,94.0,701589,188.37
Everything Everywhere All at Once,2022,139,R,7.8,81.0,469652,72.86
The Batman,2022,176,PG-13,7.8,72.0,718804,369.35
Pride & Prejudice,2005,129,PG,7.8,82.0,313361,38.41
Drive,I) (2011,100,R,7.8,78.0,675293,35.06
Little Women,2019,135,PG,7.8,91.0,225143,108.10
The Notebook,2004,123,PG-13,7.8,53.0,594138,81.00
The Big Short,2015,130,R,7.8,81.0,455111,70.26
Tombstone,1993,130,R,7.8,50.0,158117,56.51
The Gentlemen,2019,113,R,7.8,51.0,367057,36.47
All Quiet on the Western Front,2022,148,R,7.8,76.0,216812,
The Hateful Eight,2015,168,R,7.8,68.0,631639,54.12
The Breakfast Club,1985,97,R,7.8,66.0,420250,45.88
Get Out,I) (2017,104,R,7.8,85.0,650314,176.04
About Time,I) (2013,123,R,7.8,55.0,368968,15.32
Predator,1987,107,R,7.8,47.0,438691,59.74
The Irishman,2019,209,R,7.8,94.0,409637,7.00
Call Me by Your Name,2017,132,R,7.8,94.0,293782,18.10
Ferris Bueller's Day Off,1986,103,PG-13,7.8,61.0,373444,70.14
Hot Fuzz,2007,121,R,7.8,81.0,521678,23.64
RRR,2022,187,Not Rated,7.8,83.0,154618,14.50
The Fugitive,1993,130,PG-13,7.8,87.0,307494,183.88
Pride,I) (2014,119,R,7.8,79.0,60068,
Apocalypto,2006,139,R,7.8,68.0,322314,50.87
Atonement,2007,123,R,7.8,85.0,290266,50.93
The Girl with the Dragon Tattoo,2011,158,R,7.8,71.0,478429,102.52
The Hobbit: An Unexpected Journey,2012,169,PG-13,7.8,58.0,849570,303.00
Willy Wonka & the Chocolate Factory,1971,100,G,7.8,67.0,212200,4.00
Ghostbusters,1984,105,PG,7.8,71.0,429320,238.63
Nightcrawler,2014,117,R,7.8,76.0,578002,32.38
The Social Network,2010,120,PG-13,7.8,95.0,731103,96.96
Little Miss Sunshine,2006,101,R,7.8,80.0,501168,59.89
Hidden Figures,2016,127,PG,7.8,74.0,243951,169.61
Manchester by the Sea,2016,137,R,7.8,96.0,297483,47.70
A Bronx Tale,1993,121,R,7.8,80.0,151912,17.27
Rogue One: A Star Wars Story,2016,133,PG-13,7.8,65.0,663503,532.18
Remember the Titans,2000,113,PG,7.8,48.0,224445,115.65
The Sandlot,1993,101,PG,7.8,55.0,98237,32.42
The Man from Earth,2007,87,Not Rated,7.8,,194088,
The Curious Case of Benjamin Button,2008,166,PG-13,7.8,70.0,674303,127.51
The Worst Person in the World,2021,128,R,7.8,90.0,83149,
Star Wars: Episode VII - The Force Awakens,2015,138,PG-13,7.8,80.0,953232,936.66
Captain America: Civil War,2016,147,PG-13,7.8,75.0,821517,408.08
Skyfall,2012,143,PG-13,7.8,81.0,714486,304.36
The Untouchables,1987,119,R,7.8,79.0,321548,76.27
Moonrise Kingdom,2012,94,PG-13,7.8,84.0,360216,45.51
Close,I) (2022,104,PG-13,7.8,81.0,26356,
Cast Away,2000,143,PG-13,7.8,73.0,616012,233.63
Midnight Cowboy,1969,113,R,7.8,79.0,116088,44.79
Back to the Future Part II,1989,108,PG,7.8,57.0,554365,118.50
Captain America: The Winter Soldier,2014,136,PG-13,7.8,70.0,875107,259.77
Taken,I) (2008,90,PG-13,7.8,51.0,618491,145.00
American Gangster,2007,157,R,7.8,76.0,439899,130.16
The Last Samurai,2003,154,R,7.8,55.0,456210,111.11
The Bourne Identity,2002,119,PG-13,7.8,68.0,562650,121.66
The Hobbit: The Desolation of Smaug,2013,161,PG-13,7.8,66.0,684098,258.37
Captain Phillips,2013,134,PG-13,7.8,82.0,478332,107.10
Misery,1990,107,R,7.8,75.0,223556,61.28
Moon,2009,97,R,7.8,67.0,368711,5.01
Captain Fantastic,2016,118,R,7.8,72.0,227498,5.88
Big Hero 6,2014,102,PG,7.8,74.0,482604,222.53
Isle of Dogs,2018,101,PG-13,7.8,82.0,181543,32.02
Mary Poppins,1964,139,G,7.8,88.0,179811,102.27
The Fighter,I) (2010,116,R,7.8,79.0,379822,93.62
Boyz n the Hood,1991,112,R,7.8,76.0,148019,57.50
I Saw the Devil,2010,144,Not Rated,7.8,67.0,139050,0.13
Serenity,2005,119,PG-13,7.8,74.0,301483,25.51
Thirteen Lives,2022,147,PG-13,7.8,66.0,62652,
Jujutsu Kaisen 0,2021,112,PG-13,7.8,71.0,26553,34.54
Straight Outta Compton,2015,147,R,7.8,72.0,211183,161.20
Awakenings,1990,121,PG-13,7.8,74.0,151239,52.10
Walk the Line,2005,136,PG-13,7.8,72.0,259174,119.52
The Holy Mountain,1973,114,16+,7.8,76.0,45946,0.06
The Insider,1999,157,R,7.8,84.0,175943,28.97
Paddington 2,2017,103,PG,7.8,88.0,86534,40.44
The Girl with the Dragon Tattoo,2009,152,R,7.8,76.0,220340,10.10
The Fall,I) (2006,117,R,7.8,64.0,114791,2.28
Great Expectations,1946,118,Approved,7.8,90.0,25582,
Glory,1989,122,R,7.8,78.0,140170,26.83
Hunt for the Wilderpeople,2016,101,PG-13,7.8,81.0,136421,5.20
The Remains of the Day,1993,134,PG,7.8,86.0,79670,22.95
Mississippi Burning,1988,128,R,7.8,65.0,105362,34.60
How to Train Your Dragon 2,2014,102,PG,7.8,77.0,351406,177.00
The Conversation,1974,113,PG,7.8,87.0,116843,4.42
Kiki's Delivery Service,1989,103,G,7.8,85.0,154525,
Dawn of the Dead,1978,127,Unrated,7.8,71.0,124953,5.10
Changeling,2008,141,R,7.8,63.0,261056,35.74
Ed Wood,1994,127,R,7.8,70.0,180605,5.89
The Right Stuff,1983,193,PG,7.8,91.0,63778,21.50
The King of Comedy,1982,109,PG,7.8,73.0,111211,2.50
The Best Offer,2013,131,R,7.8,49.0,124382,0.09
The Day of the Jackal,1973,143,PG,7.8,80.0,43023,16.06
Night of the Living Dead,1968,96,Not Rated,7.8,89.0,134208,0.09
Kramer vs. Kramer,1979,105,PG,7.8,77.0,150619,106.26
